Region,Grade,Sample Name,Absorbance,Concentration,Dry matter content,Caffiene Content
Sabaragamuwa Region,BOPF,SAB_BOPF_13574,0.343,17.79,93.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_15989,0.343,19.31,93.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_05146,0.418,22.08,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_03043,0.295,20.79,95.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_08946,0.264,17.06,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_12722,0.35,18.26,95.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_31515,0.359,19.48,95.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_24092,0.277,17.16,93.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_02477,0.294,19.31,92.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_22167,0.368,19.18,95.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_24648,0.336,18.85,92.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_16357,0.354,17.03,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_11449,0.316,20.69,94.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_11430,0.333,20.5,94.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_27206,0.354,20.81,93.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_29918,0.297,14.65,95.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_38405,0.329,15.29,97.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_15185,0.255,19.92,93.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_31356,0.314,15.51,94.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_37534,0.32,17.09,92.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_26777,0.382,18.17,95.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_20862,0.336,16.19,92.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_31413,0.321,16.66,93.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_15608,0.355,20.29,95.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_29426,0.345,22.86,93.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_22355,0.364,18.75,94.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_02584,0.298,19.15,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_15242,0.381,21.03,91.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_36399,0.367,18.46,96.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_06175,0.363,18.8,92.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_21198,0.359,21.86,96.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_03315,0.293,21.95,93.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_23779,0.302,19.44,92.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_33969,0.3,16.89,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_02373,0.321,18.38,95.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_03385,0.369,18.03,90.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_25742,0.33,16.72,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_17702,0.326,22.27,95.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_18045,0.34,19.68,92.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_08762,0.323,18.96,96.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_28014,0.336,18.39,91.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_18379,0.346,18.26,94.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_35237,0.356,16.8,94.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_05591,0.363,18.17,94.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_35183,0.304,18.68,95.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_06011,0.405,16.94,92.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_36863,0.263,16.21,93.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_08286,0.319,17.04,94.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_12514,0.295,21.49,93.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_06923,0.362,18.94,91.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_20243,0.403,17.84,95.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_19304,0.345,23.73,96.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_16347,0.324,17.27,94.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_31743,0.297,19.85,96.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_13501,0.353,18.55,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_17051,0.337,13.0,93.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_07506,0.323,16.18,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_26025,0.329,24.49,92.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_02630,0.4,18.4,94.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_24162,0.398,19.9,94.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_25111,0.36,14.49,94.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_07132,0.298,17.28,90.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_23315,0.33,20.15,97.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_22113,0.321,16.11,94.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_27629,0.333,16.58,94.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_39865,0.256,17.47,94.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_12901,0.377,21.15,91.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_30989,0.364,19.79,92.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_32883,0.371,24.66,94.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_27202,0.34,19.28,95.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_35260,0.384,15.69,93.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_38963,0.341,15.27,93.83,
Sabaragamuwa Region,BOPF,SAB_BOPF_04621,0.416,20.25,96.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_07757,0.389,21.05,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_01930,0.314,17.82,92.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_05545,0.367,15.14,92.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_12953,0.368,23.93,93.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_01539,0.367,19.35,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_32866,0.341,16.22,92.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_04686,0.333,19.54,93.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_28592,0.321,18.83,94.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_07904,0.279,20.24,96.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_32144,0.387,18.86,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_01090,0.336,18.7,91.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_01238,0.267,21.02,94.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_01432,0.328,17.68,93.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_08022,0.38,16.17,94.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_12807,0.405,15.89,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_25468,0.389,20.81,92.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_09759,0.315,20.61,92.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_00788,0.378,16.77,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_34250,0.324,18.14,90.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_08509,0.327,21.52,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_27273,0.339,17.44,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_23750,0.401,19.6,94.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_25851,0.404,19.41,97.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_08505,0.33,19.81,94.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_06189,0.342,19.44,94.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_07753,0.304,14.01,94.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_14631,0.331,19.3,93.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_21337,0.309,18.01,94.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_10408,0.39,15.4,94.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_34082,0.321,20.69,94.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_11611,0.34,16.83,93.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_22127,0.318,20.71,93.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_33467,0.415,20.04,90.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_08775,0.339,22.28,92.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_33629,0.37,19.47,92.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_10310,0.319,20.17,94.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_37199,0.378,19.73,95.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_02683,0.32,19.17,96.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_21623,0.381,20.8,94.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_20616,0.278,19.09,96.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_39009,0.353,18.97,93.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_28140,0.341,20.98,96.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_18164,0.35,19.02,95.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_35701,0.272,23.04,91.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_30376,0.305,17.83,95.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_25569,0.385,22.18,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_36885,0.287,17.0,92.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_17031,0.413,19.93,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_20389,0.286,19.41,93.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_13382,0.34,20.62,92.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_11812,0.374,17.31,93.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_07925,0.381,17.95,94.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_11993,0.363,20.53,93.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_26655,0.347,21.0,94.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_32017,0.268,19.9,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_13832,0.395,15.67,93.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_01128,0.327,21.46,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_29484,0.37,18.09,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_37726,0.353,20.98,93.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_37782,0.307,17.69,94.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_01210,0.322,18.24,93.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_33596,0.3,19.69,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_22704,0.351,19.08,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_33744,0.342,15.09,92.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_11030,0.391,15.78,94.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_38042,0.343,19.07,93.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_31478,0.296,21.4,92.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_26239,0.392,15.71,93.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_30447,0.28,19.54,93.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_15339,0.288,19.37,94.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_17585,0.269,18.83,94.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_28297,0.337,18.4,91.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_22335,0.384,19.87,92.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_37819,0.388,19.16,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_23829,0.293,15.82,95.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_09676,0.371,18.62,97.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_27683,0.333,22.02,95.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_33502,0.322,20.8,92.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_05123,0.313,18.04,94.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_30421,0.302,19.93,92.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_18051,0.313,18.1,93.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_26761,0.352,19.05,92.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_28803,0.298,20.92,94.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_33198,0.409,19.11,93.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_33865,0.371,14.73,94.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_09235,0.391,19.01,93.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_17602,0.365,18.91,93.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_22583,0.399,17.23,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_29919,0.272,18.29,92.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_02993,0.34,17.23,94.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_32670,0.323,19.02,94.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_28575,0.353,19.71,93.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_29130,0.315,16.64,95.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_24173,0.344,16.59,90.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_01958,0.378,17.36,91.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_19564,0.392,16.55,95.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_12301,0.337,20.37,94.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_20523,0.397,22.13,93.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_27509,0.313,20.29,93.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_11649,0.305,17.3,95.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_17781,0.245,19.39,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_00806,0.346,18.73,93.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_05828,0.369,20.79,94.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_23770,0.34,20.19,93.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_30153,0.302,17.83,95.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_39242,0.33,17.21,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_35774,0.31,13.9,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_39061,0.399,17.07,93.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_32983,0.361,20.03,93.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_20081,0.308,20.84,93.83,
Sabaragamuwa Region,BOPF,SAB_BOPF_19130,0.378,20.04,92.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_15319,0.316,16.61,93.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_32084,0.309,22.05,94.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_06807,0.381,21.26,94.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_18460,0.292,17.57,94.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_12460,0.296,16.78,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_27471,0.28,16.45,94.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_11114,0.314,19.44,92.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_04117,0.291,19.37,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_04850,0.351,19.59,95.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_06732,0.325,17.86,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_06068,0.342,17.87,92.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_01963,0.362,18.99,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_19195,0.353,16.76,93.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_18898,0.322,22.32,91.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_30674,0.394,19.13,94.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_38903,0.262,20.97,92.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_38764,0.312,18.78,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_33450,0.297,19.91,92.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_13130,0.36,20.78,95.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_24855,0.381,19.53,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_17034,0.332,22.85,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_02379,0.353,19.85,93.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_12480,0.268,16.3,92.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_31062,0.372,19.36,93.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_11770,0.325,17.87,97.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_24265,0.299,19.15,91.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_22030,0.3,19.9,92.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_15189,0.327,19.1,91.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_32725,0.336,20.06,92.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_11206,0.345,24.53,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_23331,0.339,17.67,93.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_26549,0.306,20.28,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_32437,0.301,18.37,93.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_26180,0.287,19.87,95.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_30724,0.337,18.33,94.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_00643,0.442,20.88,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_11357,0.386,17.22,95.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_20543,0.301,16.96,95.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_22009,0.347,20.64,94.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_17179,0.298,16.45,95.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_05974,0.37,20.18,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_31498,0.314,16.13,92.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_38837,0.338,20.05,92.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_36290,0.25,21.6,91.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_08012,0.345,18.31,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_19473,0.342,17.64,94.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_35483,0.353,15.94,93.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_00723,0.391,18.53,94.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_15066,0.291,19.02,94.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_12236,0.267,18.61,92.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_39538,0.372,22.52,95.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_39686,0.315,13.54,96.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_02922,0.326,15.65,94.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_28602,0.366,20.31,91.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_11703,0.353,21.55,93.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_02342,0.293,20.13,92.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_10410,0.287,17.92,91.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_12934,0.423,13.98,92.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_30184,0.29,17.92,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_29810,0.365,19.92,93.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_28351,0.323,19.85,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_31821,0.278,16.61,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_34771,0.329,15.99,95.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_37806,0.343,20.09,92.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_06299,0.361,16.52,93.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_11586,0.364,17.54,94.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_15405,0.336,17.06,93.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_25391,0.308,19.71,94.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_02237,0.409,19.3,93.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_28382,0.332,19.92,96.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_14743,0.334,20.17,94.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_37836,0.318,21.92,93.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_27569,0.369,21.57,94.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_30175,0.317,20.22,91.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_09927,0.36,22.72,95.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_28422,0.299,17.86,93.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_34305,0.395,17.4,92.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_26572,0.368,21.1,94.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_21613,0.253,17.16,96.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_07394,0.29,20.02,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_35448,0.28,17.05,94.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_36652,0.369,21.58,92.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_37597,0.331,20.11,95.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_27606,0.285,17.93,95.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_28867,0.254,20.86,94.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_39979,0.303,20.33,93.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_39428,0.354,19.41,91.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_39534,0.392,18.67,91.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_36240,0.309,23.71,94.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_16608,0.277,20.65,94.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_15626,0.285,14.58,93.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_34134,0.398,21.31,96.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_14326,0.243,17.59,94.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_35907,0.311,17.88,92.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_32742,0.289,15.65,95.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_06568,0.348,19.33,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_13908,0.395,17.62,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_29809,0.252,17.34,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_23367,0.276,19.69,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_11173,0.372,18.09,95.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_33751,0.305,23.2,93.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_24272,0.324,15.08,95.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_19009,0.301,18.94,94.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_16055,0.297,15.98,94.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_39919,0.369,21.03,93.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_23967,0.294,19.37,92.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_15828,0.351,23.51,92.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_02782,0.403,18.53,96.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_22388,0.318,19.61,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_19320,0.317,24.08,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_24572,0.328,18.25,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_32222,0.348,20.15,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_10447,0.385,18.42,96.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_23432,0.43,16.83,96.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_17165,0.261,18.25,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_01504,0.356,19.9,92.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_33255,0.347,20.33,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_09051,0.338,21.37,92.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_06036,0.256,20.79,95.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_35312,0.355,20.92,96.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_27653,0.375,19.87,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_14372,0.315,18.13,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_39529,0.313,20.64,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_16182,0.339,22.07,94.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_38176,0.395,16.03,96.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_02347,0.336,18.08,93.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_01209,0.354,19.52,95.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_37923,0.317,21.62,95.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_05934,0.355,19.89,92.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_24124,0.298,17.27,91.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_10263,0.327,17.38,94.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_30538,0.325,17.39,93.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_01624,0.32,17.83,91.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_02936,0.356,16.47,95.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_11044,0.334,15.98,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_34801,0.362,20.11,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_00704,0.355,15.46,94.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_21076,0.314,18.41,96.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_19723,0.28,17.08,94.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_35656,0.331,18.68,93.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_19288,0.295,15.98,92.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_28185,0.356,15.61,94.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_01544,0.334,18.94,93.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_15434,0.332,19.01,95.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_33774,0.284,17.63,92.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_32884,0.278,18.02,93.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_03231,0.316,22.49,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_33899,0.406,18.0,94.67,
